origin,destination,date_from,date_to,flight_price,hotel_name,stars,address,amenities,hotel_price,total_price
San Francisco,Chicago,2024-02-24,2024-03-01,214,,5,,,441,655
Seattle,Chicago,2024-02-24,2024-02-26,205,,4,,,169,374
Seattle,Chicago,2024-02-24,2024-03-01,205,,5,,,441,646
Los Angeles,Chicago,2024-02-25,2024-03-03,121,,4,,,140,261
Los Angeles,Chicago,2024-02-25,2024-02-26,121,,5,,,1289,1410
NYC,Chicago,2024-02-25,2024-02-28,86,,4,,,140,226
NYC,Chicago,2024-02-25,2024-03-02,86,,5,,,1289,1375
San Diego,Chicago,2024-02-25,2024-02-27,209,,4,,,140,349
San Diego,Chicago,2024-02-25,2024-03-01,209,,5,,,1289,1498
San Francisco,Chicago,2024-02-25,2024-02-29,190,,4,,,140,330
San Francisco,Chicago,2024-02-25,2024-02-26,190,,5,,,1289,1479
Seattle,Chicago,2024-02-25,2024-03-03,153,,4,,,140,293
Seattle,Chicago,2024-02-25,2024-03-02,153,,5,,,1289,1442
Los Angeles,Chicago,2024-02-26,2024-02-28,101,,4,,,175,276
Los Angeles,Chicago,2024-02-26,2024-03-01,101,,5,,,297,398
NYC,Chicago,2024-02-26,2024-02-27,78,,4,,,175,253
NYC,Chicago,2024-02-26,2024-03-04,78,,5,,,297,375
San Diego,Chicago,2024-02-26,2024-02-29,96,,4,,,175,271
San Diego,Chicago,2024-02-26,2024-03-02,96,,5,,,297,393
San Francisco,Chicago,2024-02-26,2024-02-28,106,,4,,,175,281
San Francisco,Chicago,2024-02-26,2024-02-29,106,,5,,,297,403
Seattle,Chicago,2024-02-26,2024-02-27,167,,4,,,175,342
Seattle,Chicago,2024-02-26,2024-02-29,167,,5,,,297,464
Los Angeles,Chicago,2024-02-27,2024-02-29,117,,4,,,236,353
Los Angeles,Chicago,2024-02-27,2024-03-01,117,,5,,,650,767
NYC,Chicago,2024-02-27,2024-03-05,73,,4,,,236,309
NYC,Chicago,2024-02-27,2024-02-28,73,,5,,,650,723
San Diego,Chicago,2024-02-27,2024-03-03,144,,4,,,236,380
San Diego,Chicago,2024-02-27,2024-03-01,144,,5,,,650,794
San Francisco,Chicago,2024-02-27,2024-02-28,179,,4,,,236,415
San Francisco,Chicago,2024-02-27,2024-02-29,179,,5,,,650,829
Seattle,Chicago,2024-02-27,2024-02-29,125,,4,,,236,361
Seattle,Chicago,2024-02-27,2024-03-01,125,,5,,,650,775
Los Angeles,Chicago,2024-02-28,2024-02-29,116,,4,,,232,348
Los Angeles,Chicago,2024-02-28,2024-03-03,116,,5,,,955,1071
NYC,Chicago,2024-02-28,2024-02-29,71,,4,,,232,303
NYC,Chicago,2024-02-28,2024-03-01,71,,5,,,955,1026
San Diego,Chicago,2024-02-28,2024-03-01,149,,4,,,232,381
San Diego,Chicago,2024-02-28,2024-03-06,149,,5,,,955,1104
San Francisco,Chicago,2024-02-28,2024-03-04,212,,4,,,232,444
San Francisco,Chicago,2024-02-28,2024-03-03,212,,5,,,955,1167
Seattle,Chicago,2024-02-28,2024-03-05,166,,4,,,232,398
Seattle,Chicago,2024-02-28,2024-02-29,166,,5,,,955,1121
Los Angeles,Chicago,2024-02-29,2024-03-02,76,,4,,,146,222
Los Angeles,Chicago,2024-02-29,2024-03-04,76,,5,,,279,355
NYC,Chicago,2024-02-29,2024-03-03,98,,4,,,146,244
NYC,Chicago,2024-02-29,2024-03-05,98,,5,,,279,377
San Diego,Chicago,2024-02-29,2024-03-05,222,,4,,,146,368
San Diego,Chicago,2024-02-29,2024-03-02,222,,5,,,279,501
San Francisco,Chicago,2024-02-29,2024-03-06,102,,4,,,146,248
San Francisco,Chicago,2024-02-29,2024-03-07,102,,5,,,279,381
Seattle,Chicago,2024-02-29,2024-03-05,202,,4,,,146,348
Seattle,Chicago,2024-02-29,2024-03-01,202,,5,,,279,481
Chicago,Los Angeles,2024-02-01,2024-02-08,123,,4,,,311,434
Chicago,Los Angeles,2024-02-01,2024-02-04,123,,5,,,3158,3281
NYC,Los Angeles,2024-02-01,2024-02-07,127,,4,,,311,438
NYC,Los Angeles,2024-02-01,2024-02-02,127,,5,,,3158,3285
San Diego,Los Angeles,2024-02-01,2024-02-05,94,,4,,,311,405
San Diego,Los Angeles,2024-02-01,2024-02-03,94,,5,,,3158,3252
San Francisco,Los Angeles,2024-02-01,2024-02-05,82,,4,,,311,393
San Francisco,Los Angeles,2024-02-01,2024-02-07,82,,5,,,3158,3240
Seattle,Los Angeles,2024-02-01,2024-02-07,58,,4,,,311,369
Seattle,Los Angeles,2024-02-01,2024-02-03,58,,5,,,3158,3216
Chicago,Los Angeles,2024-02-02,2024-02-03,162,,4,,,215,377
Chicago,Los Angeles,2024-02-02,2024-02-05,162,,5,,,1581,1743
NYC,Los Angeles,2024-02-02,2024-02-05,121,,4,,,215,336
NYC,Los Angeles,2024-02-02,2024-02-03,121,,5,,,1581,1702
San Diego,Los Angeles,2024-02-02,2024-02-06,110,,4,,,215,325
San Diego,Los Angeles,2024-02-02,2024-02-04,110,,5,,,1581,1691
San Francisco,Los Angeles,2024-02-02,2024-02-07,85,,4,,,215,300
San Francisco,Los Angeles,2024-02-02,2024-02-08,85,,5,,,1581,1666
Seattle,Los Angeles,2024-02-02,2024-02-03,61,,4,,,215,276
Seattle,Los Angeles,2024-02-02,2024-02-03,61,,5,,,1581,1642
Chicago,Los Angeles,2024-02-03,2024-02-06,102,,4,,,188,290
Chicago,Los Angeles,2024-02-03,2024-02-04,102,,5,,,2594,2696
NYC,Los Angeles,2024-02-03,2024-02-10,87,,4,,,188,275
NYC,Los Angeles,2024-02-03,2024-02-04,87,,5,,,2594,2681
San Diego,Los Angeles,2024-02-03,2024-02-08,116,,4,,,188,304
San Diego,Los Angeles,2024-02-03,2024-02-06,116,,5,,,2594,2710
San Francisco,Los Angeles,2024-02-03,2024-02-05,66,,4,,,188,254
San Francisco,Los Angeles,2024-02-03,2024-02-04,66,,5,,,2594,2660
Seattle,Los Angeles,2024-02-03,2024-02-04,92,,4,,,188,280
Seattle,Los Angeles,2024-02-03,2024-02-09,92,,5,,,2594,2686
Chicago,Los Angeles,2024-02-04,2024-02-09,119,,4,,,210,329
Chicago,Los Angeles,2024-02-04,2024-02-09,119,,5,,,2017,2136
NYC,Los Angeles,2024-02-04,2024-02-10,118,,4,,,210,328
NYC,Los Angeles,2024-02-04,2024-02-06,118,,5,,,2017,2135
San Diego,Los Angeles,2024-02-04,2024-02-05,67,,4,,,210,277
San Diego,Los Angeles,2024-02-04,2024-02-06,67,,5,,,2017,2084
San Francisco,Los Angeles,2024-02-04,2024-02-10,47,,4,,,210,257
San Francisco,Los Angeles,2024-02-04,2024-02-11,47,,5,,,2017,2064
Seattle,Los Angeles,2024-02-04,2024-02-11,105,,4,,,210,315
Seattle,Los Angeles,2024-02-04,2024-02-10,105,,5,,,2017,2122
Chicago,Los Angeles,2024-02-05,2024-02-10,81,,4,,,211,292
Chicago,Los Angeles,2024-02-05,2024-02-06,81,,5,,,1603,1684
NYC,Los Angeles,2024-02-05,2024-02-11,94,,4,,,211,305
NYC,Los Angeles,2024-02-05,2024-02-09,94,,5,,,1603,1697
San Diego,Los Angeles,2024-02-05,2024-02-12,45,,4,,,211,256
San Diego,Los Angeles,2024-02-05,2024-02-08,45,,5,,,1603,1648
San Francisco,Los Angeles,2024-02-05,2024-02-12,60,,4,,,211,271
San Francisco,Los Angeles,2024-02-05,2024-02-06,60,,5,,,1603,1663
Seattle,Los Angeles,2024-02-05,2024-02-10,104,,4,,,211,315
Seattle,Los Angeles,2024-02-05,2024-02-06,104,,5,,,1603,1707
Chicago,Los Angeles,2024-02-06,2024-02-12,133,,4,,,241,374
Chicago,Los Angeles,2024-02-06,2024-02-07,133,,5,,,2121,2254
NYC,Los Angeles,2024-02-06,2024-02-09,83,,4,,,241,324
NYC,Los Angeles,2024-02-06,2024-02-07,83,,5,,,2121,2204
San Diego,Los Angeles,2024-02-06,2024-02-13,131,,4,,,241,372
San Diego,Los Angeles,2024-02-06,2024-02-13,131,,5,,,2121,2252
San Francisco,Los Angeles,2024-02-06,2024-02-07,64,,4,,,241,305
San Francisco,Los Angeles,2024-02-06,2024-02-08,64,,5,,,2121,2185
Seattle,Los Angeles,2024-02-06,2024-02-12,101,,4,,,241,342
Seattle,Los Angeles,2024-02-06,2024-02-10,101,,5,,,2121,2222
Chicago,Los Angeles,2024-02-07,2024-02-10,126,,4,,,331,457
Chicago,Los Angeles,2024-02-07,2024-02-10,126,,5,,,2721,2847
NYC,Los Angeles,2024-02-07,2024-02-11,84,,4,,,331,415
NYC,Los Angeles,2024-02-07,2024-02-10,84,,5,,,2721,2805
San Diego,Los Angeles,2024-02-07,2024-02-11,41,,4,,,331,372
San Diego,Los Angeles,2024-02-07,2024-02-14,41,,5,,,2721,2762
San Francisco,Los Angeles,2024-02-07,2024-02-10,92,,4,,,331,423
San Francisco,Los Angeles,2024-02-07,2024-02-12,92,,5,,,2721,2813
Seattle,Los Angeles,2024-02-07,2024-02-10,108,,4,,,331,439
Seattle,Los Angeles,2024-02-07,2024-02-11,108,,5,,,2721,2829
Chicago,Los Angeles,2024-02-08,2024-02-10,126,,4,,,226,352
Chicago,Los Angeles,2024-02-08,2024-02-10,126,,5,,,2669,2795
NYC,Los Angeles,2024-02-08,2024-02-14,77,,4,,,226,303
NYC,Los Angeles,2024-02-08,2024-02-09,77,,5,,,2669,2746
San Diego,Los Angeles,2024-02-08,2024-02-15,64,,4,,,226,290
San Diego,Los Angeles,2024-02-08,2024-02-09,64,,5,,,2669,2733
San Francisco,Los Angeles,2024-02-08,2024-02-15,80,,4,,,226,306
San Francisco,Los Angeles,2024-02-08,2024-02-10,80,,5,,,2669,2749
Seattle,Los Angeles,2024-02-08,2024-02-10,130,,4,,,226,356
Seattle,Los Angeles,2024-02-08,2024-02-10,130,,5,,,2669,2799
Chicago,Los Angeles,2024-02-09,2024-02-14,110,,4,,,176,286
Chicago,Los Angeles,2024-02-09,2024-02-10,110,,5,,,2873,2983
NYC,Los Angeles,2024-02-09,2024-02-11,118,,4,,,176,294
NYC,Los Angeles,2024-02-09,2024-02-10,118,,5,,,2873,2991
San Diego,Los Angeles,2024-02-09,2024-02-15,58,,4,,,176,234
San Diego,Los Angeles,2024-02-09,2024-02-15,58,,5,,,2873,2931
San Francisco,Los Angeles,2024-02-09,2024-02-13,89,,4,,,176,265
San Francisco,Los Angeles,2024-02-09,2024-02-16,89,,5,,,2873,2962
Seattle,Los Angeles,2024-02-09,2024-02-12,81,,4,,,176,257
Seattle,Los Angeles,2024-02-09,2024-02-11,81,,5,,,2873,2954
Chicago,Los Angeles,2024-02-10,2024-02-12,103,,4,,,196,299
Chicago,Los Angeles,2024-02-10,2024-02-17,103,,5,,,508,611
NYC,Los Angeles,2024-02-10,2024-02-12,83,,4,,,196,279
NYC,Los Angeles,2024-02-10,2024-02-16,83,,5,,,508,591
San Diego,Los Angeles,2024-02-10,2024-02-12,57,,4,,,196,253
San Diego,Los Angeles,2024-02-10,2024-02-16,57,,5,,,508,565
San Francisco,Los Angeles,2024-02-10,2024-02-17,77,,4,,,196,273
San Francisco,Los Angeles,2024-02-10,2024-02-16,77,,5,,,508,585
Seattle,Los Angeles,2024-02-10,2024-02-12,81,,4,,,196,277
Seattle,Los Angeles,2024-02-10,2024-02-13,81,,5,,,508,589
Chicago,Los Angeles,2024-02-11,2024-02-12,138,,4,,,181,319
Chicago,Los Angeles,2024-02-11,2024-02-16,138,,5,,,682,820
NYC,Los Angeles,2024-02-11,2024-02-17,78,,4,,,181,259
NYC,Los Angeles,2024-02-11,2024-02-15,78,,5,,,682,760
San Diego,Los Angeles,2024-02-11,2024-02-13,48,,4,,,181,229
San Diego,Los Angeles,2024-02-11,2024-02-16,48,,5,,,682,730
San Francisco,Los Angeles,2024-02-11,2024-02-14,71,,4,,,181,252
San Francisco,Los Angeles,2024-02-11,2024-02-12,71,,5,,,682,753
Seattle,Los Angeles,2024-02-11,2024-02-14,124,,4,,,181,305
Seattle,Los Angeles,2024-02-11,2024-02-16,124,,5,,,682,806
Chicago,Los Angeles,2024-02-12,2024-02-18,179,,4,,,280,459
Chicago,Los Angeles,2024-02-12,2024-02-18,179,,5,,,1881,2060
NYC,Los Angeles,2024-02-12,2024-02-14,123,,4,,,280,403
NYC,Los Angeles,2024-02-12,2024-02-19,123,,5,,,1881,2004
San Diego,Los Angeles,2024-02-12,2024-02-17,42,,4,,,280,322
San Diego,Los Angeles,2024-02-12,2024-02-15,42,,5,,,1881,1923
San Francisco,Los Angeles,2024-02-12,2024-02-13,53,,4,,,280,333
San Francisco,Los Angeles,2024-02-12,2024-02-13,53,,5,,,1881,1934
Seattle,Los Angeles,2024-02-12,2024-02-19,87,,4,,,280,367
Seattle,Los Angeles,2024-02-12,2024-02-16,87,,5,,,1881,1968
Chicago,Los Angeles,2024-02-13,2024-02-20,129,,4,,,300,429
Chicago,Los Angeles,2024-02-13,2024-02-17,129,,5,,,521,650
NYC,Los Angeles,2024-02-13,2024-02-20,92,,4,,,300,392
NYC,Los Angeles,2024-02-13,2024-02-19,92,,5,,,521,613
San Diego,Los Angeles,2024-02-13,2024-02-18,49,,4,,,300,349
San Diego,Los Angeles,2024-02-13,2024-02-14,49,,5,,,521,570
San Francisco,Los Angeles,2024-02-13,2024-02-14,71,,4,,,300,371
San Francisco,Los Angeles,2024-02-13,2024-02-16,71,,5,,,521,592
Seattle,Los Angeles,2024-02-13,2024-02-14,74,,4,,,300,374
Seattle,Los Angeles,2024-02-13,2024-02-14,74,,5,,,521,595
Chicago,Los Angeles,2024-02-14,2024-02-20,141,,4,,,278,419
Chicago,Los Angeles,2024-02-14,2024-02-19,141,,5,,,2389,2530
NYC,Los Angeles,2024-02-14,2024-02-20,82,,4,,,278,360
NYC,Los Angeles,2024-02-14,2024-02-18,82,,5,,,2389,2471
San Diego,Los Angeles,2024-02-14,2024-02-19,123,,4,,,278,401
San Diego,Los Angeles,2024-02-14,2024-02-16,123,,5,,,2389,2512
San Francisco,Los Angeles,2024-02-14,2024-02-18,75,,4,,,278,353
San Francisco,Los Angeles,2024-02-14,2024-02-20,75,,5,,,2389,2464
Seattle,Los Angeles,2024-02-14,2024-02-16,103,,4,,,278,381
Seattle,Los Angeles,2024-02-14,2024-02-18,103,,5,,,2389,2492
Chicago,Los Angeles,2024-02-15,2024-02-21,150,,4,,,192,342
Chicago,Los Angeles,2024-02-15,2024-02-17,150,,5,,,698,848
NYC,Los Angeles,2024-02-15,2024-02-19,119,,4,,,192,311
NYC,Los Angeles,2024-02-15,2024-02-20,119,,5,,,698,817
San Diego,Los Angeles,2024-02-15,2024-02-17,89,,4,,,192,281
San Diego,Los Angeles,2024-02-15,2024-02-19,89,,5,,,698,787
San Francisco,Los Angeles,2024-02-15,2024-02-19,78,,4,,,192,270
San Francisco,Los Angeles,2024-02-15,2024-02-16,78,,5,,,698,776
Seattle,Los Angeles,2024-02-15,2024-02-21,125,,4,,,192,317
Seattle,Los Angeles,2024-02-15,2024-02-19,125,,5,,,698,823
Chicago,Los Angeles,2024-02-16,2024-02-17,166,,4,,,179,345
Chicago,Los Angeles,2024-02-16,2024-02-23,166,,5,,,2321,2487
NYC,Los Angeles,2024-02-16,2024-02-20,133,,4,,,179,312
NYC,Los Angeles,2024-02-16,2024-02-21,133,,5,,,2321,2454
San Diego,Los Angeles,2024-02-16,2024-02-17,75,,4,,,179,254
San Diego,Los Angeles,2024-02-16,2024-02-19,75,,5,,,2321,2396
San Francisco,Los Angeles,2024-02-16,2024-02-22,66,,4,,,179,245
San Francisco,Los Angeles,2024-02-16,2024-02-18,66,,5,,,2321,2387
Seattle,Los Angeles,2024-02-16,2024-02-20,92,,4,,,179,271
Seattle,Los Angeles,2024-02-16,2024-02-17,92,,5,,,2321,2413
Chicago,Los Angeles,2024-02-17,2024-02-19,139,,4,,,184,323
Chicago,Los Angeles,2024-02-17,2024-02-24,139,,5,,,1459,1598
NYC,Los Angeles,2024-02-17,2024-02-20,66,,4,,,184,250
NYC,Los Angeles,2024-02-17,2024-02-22,66,,5,,,1459,1525
San Diego,Los Angeles,2024-02-17,2024-02-18,40,,4,,,184,224
San Diego,Los Angeles,2024-02-17,2024-02-23,40,,5,,,1459,1499
San Francisco,Los Angeles,2024-02-17,2024-02-22,76,,4,,,184,260
San Francisco,Los Angeles,2024-02-17,2024-02-20,76,,5,,,1459,1535
Seattle,Los Angeles,2024-02-17,2024-02-22,133,,4,,,184,317
Seattle,Los Angeles,2024-02-17,2024-02-21,133,,5,,,1459,1592
Chicago,Los Angeles,2024-02-18,2024-02-23,142,,4,,,261,403
Chicago,Los Angeles,2024-02-18,2024-02-24,142,,5,,,363,505
NYC,Los Angeles,2024-02-18,2024-02-20,85,,4,,,261,346
NYC,Los Angeles,2024-02-18,2024-02-25,85,,5,,,363,448
San Diego,Los Angeles,2024-02-18,2024-02-25,120,,4,,,261,381
San Diego,Los Angeles,2024-02-18,2024-02-24,120,,5,,,363,483
San Francisco,Los Angeles,2024-02-18,2024-02-24,53,,4,,,261,314
San Francisco,Los Angeles,2024-02-18,2024-02-24,53,,5,,,363,416
Seattle,Los Angeles,2024-02-18,2024-02-20,71,,4,,,261,332
Seattle,Los Angeles,2024-02-18,2024-02-21,71,,5,,,363,434
Chicago,Los Angeles,2024-02-19,2024-02-20,98,,4,,,207,305
Chicago,Los Angeles,2024-02-19,2024-02-24,98,,5,,,493,591
NYC,Los Angeles,2024-02-19,2024-02-25,114,,4,,,207,321
NYC,Los Angeles,2024-02-19,2024-02-26,114,,5,,,493,607
San Diego,Los Angeles,2024-02-19,2024-02-22,87,,4,,,207,294
San Diego,Los Angeles,2024-02-19,2024-02-24,87,,5,,,493,580
San Francisco,Los Angeles,2024-02-19,2024-02-22,60,,4,,,207,267
San Francisco,Los Angeles,2024-02-19,2024-02-26,60,,5,,,493,553
Seattle,Los Angeles,2024-02-19,2024-02-23,112,,4,,,207,319
Seattle,Los Angeles,2024-02-19,2024-02-22,112,,5,,,493,605
Chicago,Los Angeles,2024-02-20,2024-02-21,84,,4,,,250,334
Chicago,Los Angeles,2024-02-20,2024-02-21,84,,5,,,541,625
NYC,Los Angeles,2024-02-20,2024-02-26,87,,4,,,250,337
NYC,Los Angeles,2024-02-20,2024-02-22,87,,5,,,541,628
San Diego,Los Angeles,2024-02-20,2024-02-24,131,,4,,,250,381
San Diego,Los Angeles,2024-02-20,2024-02-23,131,,5,,,541,672
San Francisco,Los Angeles,2024-02-20,2024-02-23,66,,4,,,250,316
San Francisco,Los Angeles,2024-02-20,2024-02-27,66,,5,,,541,607
Seattle,Los Angeles,2024-02-20,2024-02-24,93,,4,,,250,343
Seattle,Los Angeles,2024-02-20,2024-02-25,93,,5,,,541,634
Chicago,Los Angeles,2024-02-21,2024-02-23,113,,4,,,240,353
Chicago,Los Angeles,2024-02-21,2024-02-28,113,,5,,,2055,2168
NYC,Los Angeles,2024-02-21,2024-02-28,92,,4,,,240,332
NYC,Los Angeles,2024-02-21,2024-02-25,92,,5,,,2055,2147
San Diego,Los Angeles,2024-02-21,2024-02-22,101,,4,,,240,341
San Diego,Los Angeles,2024-02-21,2024-02-23,101,,5,,,2055,2156
San Francisco,Los Angeles,2024-02-21,2024-02-22,78,,4,,,240,318
San Francisco,Los Angeles,2024-02-21,2024-02-28,78,,5,,,2055,2133
Seattle,Los Angeles,2024-02-21,2024-02-25,120,,4,,,240,360
Seattle,Los Angeles,2024-02-21,2024-02-23,120,,5,,,2055,2175
Chicago,Los Angeles,2024-02-22,2024-02-25,137,,4,,,229,366
Chicago,Los Angeles,2024-02-22,2024-02-29,137,,5,,,2669,2806
NYC,Los Angeles,2024-02-22,2024-02-26,78,,4,,,229,307
NYC,Los Angeles,2024-02-22,2024-02-29,78,,5,,,2669,2747
San Diego,Los Angeles,2024-02-22,2024-02-29,120,,4,,,229,349
San Diego,Los Angeles,2024-02-22,2024-02-27,120,,5,,,2669,2789
San Francisco,Los Angeles,2024-02-22,2024-02-23,72,,4,,,229,301
San Francisco,Los Angeles,2024-02-22,2024-02-28,72,,5,,,2669,2741
Seattle,Los Angeles,2024-02-22,2024-02-24,119,,4,,,229,348
Seattle,Los Angeles,2024-02-22,2024-02-23,119,,5,,,2669,2788
Chicago,Los Angeles,2024-02-23,2024-02-29,91,,4,,,258,349
Chicago,Los Angeles,2024-02-23,2024-02-26,91,,5,,,1496,1587
NYC,Los Angeles,2024-02-23,2024-02-28,89,,4,,,258,347
NYC,Los Angeles,2024-02-23,2024-02-24,89,,5,,,1496,1585
San Diego,Los Angeles,2024-02-23,2024-02-29,130,,4,,,258,388
San Diego,Los Angeles,2024-02-23,2024-02-24,130,,5,,,1496,1626
San Francisco,Los Angeles,2024-02-23,2024-02-28,68,,4,,,258,326
San Francisco,Los Angeles,2024-02-23,2024-02-25,68,,5,,,1496,1564
Seattle,Los Angeles,2024-02-23,2024-02-26,86,,4,,,258,344
Seattle,Los Angeles,2024-02-23,2024-02-24,86,,5,,,1496,1582
Chicago,Los Angeles,2024-02-24,2024-02-27,169,,4,,,224,393
Chicago,Los Angeles,2024-02-24,2024-03-01,169,,5,,,548,717
NYC,Los Angeles,2024-02-24,2024-03-01,124,,4,,,224,348
NYC,Los Angeles,2024-02-24,2024-02-26,124,,5,,,548,672
San Diego,Los Angeles,2024-02-24,2024-02-25,118,,4,,,224,342
San Diego,Los Angeles,2024-02-24,2024-02-29,118,,5,,,548,666
San Francisco,Los Angeles,2024-02-24,2024-02-27,68,,4,,,224,292
San Francisco,Los Angeles,2024-02-24,2024-02-27,68,,5,,,548,616
Seattle,Los Angeles,2024-02-24,2024-02-29,62,,4,,,224,286
Seattle,Los Angeles,2024-02-24,2024-02-26,62,,5,,,548,610
Chicago,Los Angeles,2024-02-25,2024-03-03,179,,4,,,201,380
Chicago,Los Angeles,2024-02-25,2024-03-03,179,,5,,,1738,1917
NYC,Los Angeles,2024-02-25,2024-03-03,86,,4,,,201,287
NYC,Los Angeles,2024-02-25,2024-02-28,86,,5,,,1738,1824
San Diego,Los Angeles,2024-02-25,2024-03-01,118,,4,,,201,319
San Diego,Los Angeles,2024-02-25,2024-03-03,118,,5,,,1738,1856
San Francisco,Los Angeles,2024-02-25,2024-02-28,74,,4,,,201,275
San Francisco,Los Angeles,2024-02-25,2024-02-29,74,,5,,,1738,1812
Seattle,Los Angeles,2024-02-25,2024-02-26,76,,4,,,201,277
Seattle,Los Angeles,2024-02-25,2024-03-01,76,,5,,,1738,1814
Chicago,Los Angeles,2024-02-26,2024-03-02,135,,4,,,279,414
Chicago,Los Angeles,2024-02-26,2024-02-29,135,,5,,,491,626
NYC,Los Angeles,2024-02-26,2024-03-03,79,,4,,,279,358
NYC,Los Angeles,2024-02-26,2024-03-02,79,,5,,,491,570
San Diego,Los Angeles,2024-02-26,2024-03-01,126,,4,,,279,405
San Diego,Los Angeles,2024-02-26,2024-02-28,126,,5,,,491,617
San Francisco,Los Angeles,2024-02-26,2024-03-01,80,,4,,,279,359
San Francisco,Los Angeles,2024-02-26,2024-02-28,80,,5,,,491,571
Seattle,Los Angeles,2024-02-26,2024-03-01,72,,4,,,279,351
Seattle,Los Angeles,2024-02-26,2024-02-29,72,,5,,,491,563
Chicago,Los Angeles,2024-02-27,2024-03-02,85,,4,,,252,337
Chicago,Los Angeles,2024-02-27,2024-02-29,85,,5,,,1763,1848
NYC,Los Angeles,2024-02-27,2024-03-05,87,,4,,,252,339
NYC,Los Angeles,2024-02-27,2024-02-28,87,,5,,,1763,1850
San Diego,Los Angeles,2024-02-27,2024-03-02,107,,4,,,252,359
San Diego,Los Angeles,2024-02-27,2024-02-29,107,,5,,,1763,1870
San Francisco,Los Angeles,2024-02-27,2024-03-02,56,,4,,,252,308
San Francisco,Los Angeles,2024-02-27,2024-03-03,56,,5,,,1763,1819
Seattle,Los Angeles,2024-02-27,2024-03-02,105,,4,,,252,357
Seattle,Los Angeles,2024-02-27,2024-02-29,105,,5,,,1763,1868
Chicago,Los Angeles,2024-02-28,2024-03-04,69,,4,,,322,391
Chicago,Los Angeles,2024-02-28,2024-03-02,69,,5,,,1292,1361
NYC,Los Angeles,2024-02-28,2024-03-06,100,,4,,,322,422
NYC,Los Angeles,2024-02-28,2024-03-05,100,,5,,,1292,1392
San Diego,Los Angeles,2024-02-28,2024-03-01,59,,4,,,322,381
San Diego,Los Angeles,2024-02-28,2024-03-02,59,,5,,,1292,1351
San Francisco,Los Angeles,2024-02-28,2024-03-03,71,,4,,,322,393
San Francisco,Los Angeles,2024-02-28,2024-03-03,71,,5,,,1292,1363
Seattle,Los Angeles,2024-02-28,2024-03-01,121,,4,,,322,443
Seattle,Los Angeles,2024-02-28,2024-03-06,121,,5,,,1292,1413
Chicago,Los Angeles,2024-02-29,2024-03-05,139,,4,,,178,317
Chicago,Los Angeles,2024-02-29,2024-03-04,139,,5,,,1740,1879
NYC,Los Angeles,2024-02-29,2024-03-02,102,,4,,,178,280
NYC,Los Angeles,2024-02-29,2024-03-05,102,,5,,,1740,1842
San Diego,Los Angeles,2024-02-29,2024-03-07,120,,4,,,178,298
San Diego,Los Angeles,2024-02-29,2024-03-06,120,,5,,,1740,1860
San Francisco,Los Angeles,2024-02-29,2024-03-03,90,,4,,,178,268
San Francisco,Los Angeles,2024-02-29,2024-03-06,90,,5,,,1740,1830
Seattle,Los Angeles,2024-02-29,2024-03-07,92,,4,,,178,270
Seattle,Los Angeles,2024-02-29,2024-03-03,92,,5,,,1740,1832
Chicago,NYC,2024-02-01,2024-02-08,110,,4,,,284,394
Chicago,NYC,2024-02-01,2024-02-05,110,,5,,,1494,1604
Los Angeles,NYC,2024-02-01,2024-02-05,85,,4,,,284,369
Los Angeles,NYC,2024-02-01,2024-02-06,85,,5,,,1494,1579
San Diego,NYC,2024-02-01,2024-02-08,170,,4,,,284,454
San Diego,NYC,2024-02-01,2024-02-04,170,,5,,,1494,1664
San Francisco,NYC,2024-02-01,2024-02-03,181,,4,,,284,465
San Francisco,NYC,2024-02-01,2024-02-05,181,,5,,,1494,1675
Seattle,NYC,2024-02-01,2024-02-03,134,,4,,,284,418
Seattle,NYC,2024-02-01,2024-02-02,134,,5,,,1494,1628
Chicago,NYC,2024-02-02,2024-02-06,122,,4,,,270,392
Chicago,NYC,2024-02-02,2024-02-09,122,,5,,,912,1034
Los Angeles,NYC,2024-02-02,2024-02-07,127,,4,,,270,397
Los Angeles,NYC,2024-02-02,2024-02-09,127,,5,,,912,1039
San Diego,NYC,2024-02-02,2024-02-05,135,,4,,,270,405
San Diego,NYC,2024-02-02,2024-02-06,135,,5,,,912,1047
San Francisco,NYC,2024-02-02,2024-02-09,169,,4,,,270,439
San Francisco,NYC,2024-02-02,2024-02-09,169,,5,,,912,1081
Seattle,NYC,2024-02-02,2024-02-06,121,,4,,,270,391
Seattle,NYC,2024-02-02,2024-02-04,121,,5,,,912,1033
Chicago,NYC,2024-02-03,2024-02-10,110,,4,,,315,425
Chicago,NYC,2024-02-03,2024-02-08,110,,5,,,1008,1118
Los Angeles,NYC,2024-02-03,2024-02-04,87,,4,,,315,402
Los Angeles,NYC,2024-02-03,2024-02-05,87,,5,,,1008,1095
San Diego,NYC,2024-02-03,2024-02-04,207,,4,,,315,522
San Diego,NYC,2024-02-03,2024-02-04,207,,5,,,1008,1215
San Francisco,NYC,2024-02-03,2024-02-09,174,,4,,,315,489
San Francisco,NYC,2024-02-03,2024-02-05,174,,5,,,1008,1182
Seattle,NYC,2024-02-03,2024-02-06,183,,4,,,315,498
Seattle,NYC,2024-02-03,2024-02-04,183,,5,,,1008,1191
Chicago,NYC,2024-02-04,2024-02-05,84,,4,,,374,458
Chicago,NYC,2024-02-04,2024-02-11,84,,5,,,1062,1146
