Origin,City,Date,Flight Price,Hotel Name,Stars,Address,Amenities,Night Price($)
NYC,San Francisco,2024-03-27,162,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103",Pet friendly,187
NYC,San Francisco,2024-03-27,162,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Pool, Airport Shuttle, Pet friendly",597
NYC,San Francisco,2024-03-27,162,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Gym, Hot tub, Free WiFi, Pet friendly",1387
San Diego,San Francisco,2024-03-27,105,"The Ritz-Carlton, San Francisco",4,"600 Stockton St, San Francisco, CA 94108","Parking, Fitness",197
San Diego,San Francisco,2024-03-27,105,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103",Pet friendly,187
San Diego,San Francisco,2024-03-27,105,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Pool, Airport Shuttle, Pet friendly",597
San Diego,San Francisco,2024-03-27,105,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Gym, Hot tub, Free WiFi, Pet friendly",1387
Seattle,San Francisco,2024-03-27,139,"The Ritz-Carlton, San Francisco",4,"600 Stockton St, San Francisco, CA 94108","Parking, Fitness",197
Seattle,San Francisco,2024-03-27,139,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103",Pet friendly,187
Seattle,San Francisco,2024-03-27,139,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Pool, Airport Shuttle, Pet friendly",597
Seattle,San Francisco,2024-03-27,139,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Gym, Hot tub, Free WiFi, Pet friendly",1387
Chicago,NYC,2024-03-27,150,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free WiFi, Parking, Pet friendly",242
Chicago,NYC,2024-03-27,150,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pet friendly, Airport Shuttle, Fitness",289
Chicago,NYC,2024-03-27,150,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Kitchen/Kitchenette, Free WiFi, Gym",1798
Chicago,NYC,2024-03-27,150,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Kitchen/Kitchenette, Pet friendly, Pool",1080
Los Angeles,NYC,2024-03-27,214,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free WiFi, Parking, Pet friendly",242
Los Angeles,NYC,2024-03-27,214,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pet friendly, Airport Shuttle, Fitness",289
Los Angeles,NYC,2024-03-27,214,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Kitchen/Kitchenette, Free WiFi, Gym",1798
Los Angeles,NYC,2024-03-27,214,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Kitchen/Kitchenette, Pet friendly, Pool",1080
San Diego,NYC,2024-03-27,116,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free WiFi, Parking, Pet friendly",242
San Diego,NYC,2024-03-27,116,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pet friendly, Airport Shuttle, Fitness",289
San Diego,NYC,2024-03-27,116,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Kitchen/Kitchenette, Free WiFi, Gym",1798
San Diego,NYC,2024-03-27,116,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Kitchen/Kitchenette, Pet friendly, Pool",1080
San Francisco,NYC,2024-03-27,152,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free WiFi, Parking, Pet friendly",242
San Francisco,NYC,2024-03-27,152,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pet friendly, Airport Shuttle, Fitness",289
San Francisco,NYC,2024-03-27,152,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Kitchen/Kitchenette, Free WiFi, Gym",1798
San Francisco,NYC,2024-03-27,152,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Kitchen/Kitchenette, Pet friendly, Pool",1080
Seattle,NYC,2024-03-27,213,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free WiFi, Parking, Pet friendly",242
Seattle,NYC,2024-03-27,213,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pet friendly, Airport Shuttle, Fitness",289
Seattle,NYC,2024-03-27,213,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Kitchen/Kitchenette, Free WiFi, Gym",1798
Seattle,NYC,2024-03-27,213,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Kitchen/Kitchenette, Pet friendly, Pool",1080
Los Angeles,Chicago,2024-03-27,71,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Kitchen/Kitchenette, Free WiFi",211
Los Angeles,Chicago,2024-03-27,71,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Gym, Hot tub",160
Los Angeles,Chicago,2024-03-27,71,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Hot tub, Pet friendly, Free WiFi, Free Breakfast",1175
Los Angeles,Chicago,2024-03-27,71,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Pool, Pet friendly, Airport Shuttle",531
NYC,Chicago,2024-03-27,127,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Kitchen/Kitchenette, Free WiFi",211
NYC,Chicago,2024-03-27,127,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Gym, Hot tub",160
NYC,Chicago,2024-03-27,127,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Hot tub, Pet friendly, Free WiFi, Free Breakfast",1175
NYC,Chicago,2024-03-27,127,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Pool, Pet friendly, Airport Shuttle",531
San Diego,Chicago,2024-03-27,113,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Kitchen/Kitchenette, Free WiFi",211
San Diego,Chicago,2024-03-27,113,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Gym, Hot tub",160
San Diego,Chicago,2024-03-27,113,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Hot tub, Pet friendly, Free WiFi, Free Breakfast",1175
San Diego,Chicago,2024-03-27,113,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Pool, Pet friendly, Airport Shuttle",531
San Francisco,Chicago,2024-03-27,182,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Kitchen/Kitchenette, Free WiFi",211
San Francisco,Chicago,2024-03-27,182,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Gym, Hot tub",160
San Francisco,Chicago,2024-03-27,182,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Hot tub, Pet friendly, Free WiFi, Free Breakfast",1175
San Francisco,Chicago,2024-03-27,182,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Pool, Pet friendly, Airport Shuttle",531
Seattle,Chicago,2024-03-27,193,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Kitchen/Kitchenette, Free WiFi",211
Seattle,Chicago,2024-03-27,193,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Gym, Hot tub",160
Seattle,Chicago,2024-03-27,193,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Hot tub, Pet friendly, Free WiFi, Free Breakfast",1175
Seattle,Chicago,2024-03-27,193,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Pool, Pet friendly, Airport Shuttle",531
Chicago,Seattle,2024-03-28,144,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Pool",292
Chicago,Seattle,2024-03-28,144,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Airport Shuttle",223
Chicago,Seattle,2024-03-28,144,Thompson Seattle,5,"110 Stewart St, Seattle, WA 98101","Hot tub, Parking, Kitchen/Kitchenette",1233
Chicago,Seattle,2024-03-28,144,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Pet friendly, Parking, Hot tub",1173
Los Angeles,Seattle,2024-03-28,128,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Pool",292
Los Angeles,Seattle,2024-03-28,128,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Airport Shuttle",223
Los Angeles,Seattle,2024-03-28,128,Thompson Seattle,5,"110 Stewart St, Seattle, WA 98101","Hot tub, Parking, Kitchen/Kitchenette",1233
Los Angeles,Seattle,2024-03-28,128,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Pet friendly, Parking, Hot tub",1173
NYC,Seattle,2024-03-28,250,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Pool",292
NYC,Seattle,2024-03-28,250,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Airport Shuttle",223
NYC,Seattle,2024-03-28,250,Thompson Seattle,5,"110 Stewart St, Seattle, WA 98101","Hot tub, Parking, Kitchen/Kitchenette",1233
NYC,Seattle,2024-03-28,250,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Pet friendly, Parking, Hot tub",1173
San Diego,Seattle,2024-03-28,90,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Pool",292
San Diego,Seattle,2024-03-28,90,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Airport Shuttle",223
San Diego,Seattle,2024-03-28,90,Thompson Seattle,5,"110 Stewart St, Seattle, WA 98101","Hot tub, Parking, Kitchen/Kitchenette",1233
San Diego,Seattle,2024-03-28,90,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Pet friendly, Parking, Hot tub",1173
San Francisco,Seattle,2024-03-28,156,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Pool",292
San Francisco,Seattle,2024-03-28,156,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Gym, Airport Shuttle",223
San Francisco,Seattle,2024-03-28,156,Thompson Seattle,5,"110 Stewart St, Seattle, WA 98101","Hot tub, Parking, Kitchen/Kitchenette",1233
San Francisco,Seattle,2024-03-28,156,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Pet friendly, Parking, Hot tub",1173
Chicago,Los Angeles,2024-03-28,112,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017",Pet friendly,180
Chicago,Los Angeles,2024-03-28,112,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,"404 S Figueroa St, Los Angeles, CA 90071","Free Breakfast, Hot tub, Pool",192
Chicago,Los Angeles,2024-03-28,112,"The Ritz-Carlton, Los Angeles",5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Gym, Free WiFi, Hot tub, Pet friendly",1997
Chicago,Los Angeles,2024-03-28,112,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Pet friendly, Free Breakfast",831
NYC,Los Angeles,2024-03-28,214,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017",Pet friendly,180
NYC,Los Angeles,2024-03-28,214,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,"404 S Figueroa St, Los Angeles, CA 90071","Free Breakfast, Hot tub, Pool",192
NYC,Los Angeles,2024-03-28,214,"The Ritz-Carlton, Los Angeles",5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Gym, Free WiFi, Hot tub, Pet friendly",1997
NYC,Los Angeles,2024-03-28,214,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Pet friendly, Free Breakfast",831
San Diego,Los Angeles,2024-03-28,91,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017",Pet friendly,180
San Diego,Los Angeles,2024-03-28,91,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,"404 S Figueroa St, Los Angeles, CA 90071","Free Breakfast, Hot tub, Pool",192
San Diego,Los Angeles,2024-03-28,91,"The Ritz-Carlton, Los Angeles",5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Gym, Free WiFi, Hot tub, Pet friendly",1997
San Diego,Los Angeles,2024-03-28,91,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Pet friendly, Free Breakfast",831
San Francisco,Los Angeles,2024-03-28,50,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017",Pet friendly,180
San Francisco,Los Angeles,2024-03-28,50,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,"404 S Figueroa St, Los Angeles, CA 90071","Free Breakfast, Hot tub, Pool",192
San Francisco,Los Angeles,2024-03-28,50,"The Ritz-Carlton, Los Angeles",5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Gym, Free WiFi, Hot tub, Pet friendly",1997
San Francisco,Los Angeles,2024-03-28,50,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Pet friendly, Free Breakfast",831
Seattle,Los Angeles,2024-03-28,58,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017",Pet friendly,180
Seattle,Los Angeles,2024-03-28,58,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,"404 S Figueroa St, Los Angeles, CA 90071","Free Breakfast, Hot tub, Pool",192
Seattle,Los Angeles,2024-03-28,58,"The Ritz-Carlton, Los Angeles",5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Gym, Free WiFi, Hot tub, Pet friendly",1997
Seattle,Los Angeles,2024-03-28,58,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Pet friendly, Free Breakfast",831
Chicago,San Francisco,2024-03-28,133,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Gym, Free WiFi, Hot tub",149
Chicago,San Francisco,2024-03-28,133,"The Ritz-Carlton, San Francisco",4,"600 Stockton St, San Francisco, CA 94108",Airport Shuttle,206
Chicago,San Francisco,2024-03-28,133,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Free WiFi, Kitchen/Kitchenette, Gym, Fitness",767
Chicago,San Francisco,2024-03-28,133,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Pet friendly, Fitness, Parking",631
Los Angeles,San Francisco,2024-03-28,55,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Gym, Free WiFi, Hot tub",149
Los Angeles,San Francisco,2024-03-28,55,"The Ritz-Carlton, San Francisco",4,"600 Stockton St, San Francisco, CA 94108",Airport Shuttle,206
Los Angeles,San Francisco,2024-03-28,55,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Free WiFi, Kitchen/Kitchenette, Gym, Fitness",767
Los Angeles,San Francisco,2024-03-28,55,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Pet friendly, Fitness, Parking",631
NYC,San Francisco,2024-03-28,163,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Gym, Free WiFi, Hot tub",149
NYC,San Francisco,2024-03-28,163,"The Ritz-Carlton, San Francisco",4,"600 Stockton St, San Francisco, CA 94108",Airport Shuttle,206
NYC,San Francisco,2024-03-28,163,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Free WiFi, Kitchen/Kitchenette, Gym, Fitness",767
NYC,San Francisco,2024-03-28,163,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Pet friendly, Fitness, Parking",631
San Diego,San Francisco,2024-03-28,64,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Gym, Free WiFi, Hot tub",149
San Diego,San Francisco,2024-03-28,64,"The Ritz-Carlton, San Francisco",4,"600 Stockton St, San Francisco, CA 94108",Airport Shuttle,206
San Diego,San Francisco,2024-03-28,64,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Free WiFi, Kitchen/Kitchenette, Gym, Fitness",767
San Diego,San Francisco,2024-03-28,64,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Pet friendly, Fitness, Parking",631
Seattle,San Francisco,2024-03-28,200,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Gym, Free WiFi, Hot tub",149
Seattle,San Francisco,2024-03-28,200,"The Ritz-Carlton, San Francisco",4,"600 Stockton St, San Francisco, CA 94108",Airport Shuttle,206
Seattle,San Francisco,2024-03-28,200,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Free WiFi, Kitchen/Kitchenette, Gym, Fitness",767
Seattle,San Francisco,2024-03-28,200,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Pet friendly, Fitness, Parking",631
Chicago,NYC,2024-03-28,107,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018","Fitness, Hot tub, Pet friendly",401
Chicago,NYC,2024-03-28,107,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019",Free Breakfast,416
Chicago,NYC,2024-03-28,107,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Pet friendly, Airport Shuttle, Pool, Parking, Free Breakfast",608
Chicago,NYC,2024-03-28,107,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Airport Shuttle, Pool, Kitchen/Kitchenette, Parking",537
Los Angeles,NYC,2024-03-28,197,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018","Fitness, Hot tub, Pet friendly",401
Los Angeles,NYC,2024-03-28,197,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019",Free Breakfast,416
Los Angeles,NYC,2024-03-28,197,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Pet friendly, Airport Shuttle, Pool, Parking, Free Breakfast",608
Los Angeles,NYC,2024-03-28,197,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Airport Shuttle, Pool, Kitchen/Kitchenette, Parking",537
San Diego,NYC,2024-03-28,135,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018","Fitness, Hot tub, Pet friendly",401
San Diego,NYC,2024-03-28,135,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019",Free Breakfast,416
San Diego,NYC,2024-03-28,135,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Pet friendly, Airport Shuttle, Pool, Parking, Free Breakfast",608
San Diego,NYC,2024-03-28,135,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Airport Shuttle, Pool, Kitchen/Kitchenette, Parking",537
San Francisco,NYC,2024-03-28,160,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018","Fitness, Hot tub, Pet friendly",401
San Francisco,NYC,2024-03-28,160,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019",Free Breakfast,416
San Francisco,NYC,2024-03-28,160,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Pet friendly, Airport Shuttle, Pool, Parking, Free Breakfast",608
San Francisco,NYC,2024-03-28,160,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Airport Shuttle, Pool, Kitchen/Kitchenette, Parking",537
Seattle,NYC,2024-03-28,264,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018","Fitness, Hot tub, Pet friendly",401
Seattle,NYC,2024-03-28,264,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019",Free Breakfast,416
Seattle,NYC,2024-03-28,264,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Pet friendly, Airport Shuttle, Pool, Parking, Free Breakfast",608
Seattle,NYC,2024-03-28,264,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Airport Shuttle, Pool, Kitchen/Kitchenette, Parking",537
Los Angeles,Chicago,2024-03-28,80,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Free Breakfast",163
Los Angeles,Chicago,2024-03-28,80,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611","Pool, Gym",190
Los Angeles,Chicago,2024-03-28,80,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Parking, Gym, Free Breakfast, Pet friendly, Hot tub",1329
Los Angeles,Chicago,2024-03-28,80,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Airport Shuttle, Gym, Pool, Kitchen/Kitchenette",1430
NYC,Chicago,2024-03-28,93,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Free Breakfast",163
NYC,Chicago,2024-03-28,93,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611","Pool, Gym",190
NYC,Chicago,2024-03-28,93,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Parking, Gym, Free Breakfast, Pet friendly, Hot tub",1329
NYC,Chicago,2024-03-28,93,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Airport Shuttle, Gym, Pool, Kitchen/Kitchenette",1430
San Diego,Chicago,2024-03-28,73,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Free Breakfast",163
San Diego,Chicago,2024-03-28,73,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611","Pool, Gym",190
San Diego,Chicago,2024-03-28,73,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Parking, Gym, Free Breakfast, Pet friendly, Hot tub",1329
San Diego,Chicago,2024-03-28,73,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Airport Shuttle, Gym, Pool, Kitchen/Kitchenette",1430
San Francisco,Chicago,2024-03-28,176,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Free Breakfast",163
San Francisco,Chicago,2024-03-28,176,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611","Pool, Gym",190
San Francisco,Chicago,2024-03-28,176,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Parking, Gym, Free Breakfast, Pet friendly, Hot tub",1329
San Francisco,Chicago,2024-03-28,176,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Airport Shuttle, Gym, Pool, Kitchen/Kitchenette",1430
Seattle,Chicago,2024-03-28,75,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Free Breakfast",163
Seattle,Chicago,2024-03-28,75,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611","Pool, Gym",190
Seattle,Chicago,2024-03-28,75,Trump International Hotel & Tower Chicago,5,"401 N Wabash Ave, Chicago, IL 60611","Parking, Gym, Free Breakfast, Pet friendly, Hot tub",1329
Seattle,Chicago,2024-03-28,75,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Airport Shuttle, Gym, Pool, Kitchen/Kitchenette",1430
Chicago,Seattle,2024-03-29,121,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Hot tub, Gym, Pet friendly",263
Chicago,Seattle,2024-03-29,121,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Free Breakfast, Kitchen/Kitchenette, Pet friendly",291
Chicago,Seattle,2024-03-29,121,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Parking, Pool",588
Chicago,Seattle,2024-03-29,121,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Hot tub, Airport Shuttle, Free WiFi, Gym, Pool",823
Los Angeles,Seattle,2024-03-29,73,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Hot tub, Gym, Pet friendly",263
Los Angeles,Seattle,2024-03-29,73,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Free Breakfast, Kitchen/Kitchenette, Pet friendly",291
Los Angeles,Seattle,2024-03-29,73,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Parking, Pool",588
Los Angeles,Seattle,2024-03-29,73,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Hot tub, Airport Shuttle, Free WiFi, Gym, Pool",823
NYC,Seattle,2024-03-29,270,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Hot tub, Gym, Pet friendly",263
NYC,Seattle,2024-03-29,270,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Free Breakfast, Kitchen/Kitchenette, Pet friendly",291
NYC,Seattle,2024-03-29,270,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Parking, Pool",588
NYC,Seattle,2024-03-29,270,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Hot tub, Airport Shuttle, Free WiFi, Gym, Pool",823
San Diego,Seattle,2024-03-29,168,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Hot tub, Gym, Pet friendly",263
San Diego,Seattle,2024-03-29,168,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Free Breakfast, Kitchen/Kitchenette, Pet friendly",291
San Diego,Seattle,2024-03-29,168,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Parking, Pool",588
San Diego,Seattle,2024-03-29,168,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Hot tub, Airport Shuttle, Free WiFi, Gym, Pool",823
San Francisco,Seattle,2024-03-29,123,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Hot tub, Gym, Pet friendly",263
San Francisco,Seattle,2024-03-29,123,The Westin Seattle,4,"1900 5th Ave, Seattle, WA 98101","Free Breakfast, Kitchen/Kitchenette, Pet friendly",291
San Francisco,Seattle,2024-03-29,123,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Parking, Pool",588
San Francisco,Seattle,2024-03-29,123,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Hot tub, Airport Shuttle, Free WiFi, Gym, Pool",823
Chicago,Los Angeles,2024-03-29,74,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,"404 S Figueroa St, Los Angeles, CA 90071","Pet friendly, Fitness, Free Breakfast",236
Chicago,Los Angeles,2024-03-29,74,"The Ritz-Carlton, Los Angeles",4,"900 W Olympic Blvd, Los Angeles, CA 90015",Free WiFi,197
Chicago,Los Angeles,2024-03-29,74,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Fitness, Parking, Pet friendly",888
Chicago,Los Angeles,2024-03-29,74,The LINE Hotel,5,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free WiFi, Hot tub, Parking, Fitness",601
NYC,Los Angeles,2024-03-29,217,"The Westin Bonaventure Hotel & Suites, Los Angeles",4,"404 S Figueroa St, Los Angeles, CA 90071","Pet friendly, Fitness, Free Breakfast",236
